playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8478492,2023,Ilya Samsonov,TOR,G,all,10,31203.0,26.25,31.0,519.0,17.8,26.0,66.16,33.0,269.77,255.0,9.53,4.0,145.47,153.0,105.28,126.0,25.29,274.0,70.0,26.0,7.95,8.52,9.79,14.0,9.0,8.0,149.0,0.0,0.0
8478492,2023,Ilya Samsonov,TOR,G,5on5,10,25284.0,17.68,20.0,390.0,13.25,24.0,53.44,21.0,205.29,191.0,7.46,4.0,109.24,117.0,80.4,98.0,16.85,211.0,51.0,19.0,5.77,6.32,5.6,10.0,7.0,3.0,109.0,0.0,0.0
8478492,2023,Ilya Samsonov,TOR,G,4on5,10,2975.0,6.86,9.0,85.0,3.1,2.0,8.33,9.0,41.69,41.0,0.46,0.0,24.96,23.0,13.42,15.0,6.76,38.0,13.0,7.0,1.15,1.52,4.19,2.0,2.0,5.0,27.0,0.0,0.0
8478492,2023,Ilya Samsonov,TOR,G,5on4,10,2475.0,0.38,0.0,9.0,0.23,0.0,0.57,0.0,4.4,4.0,1.18,0.0,1.41,2.0,3.29,4.0,0.38,5.0,1.0,0.0,0.24,0.14,0.0,0.0,0.0,0.0,3.0,0.0,0.0
8479973,2023,Stuart Skinner,EDM,G,other,18,1840.0,3.52,3.0,44.0,1.78,1.0,4.7,1.0,24.32,24.0,0.59,0.0,12.84,11.0,9.26,16.0,3.46,18.0,11.0,4.0,0.71,1.34,1.46,0.0,2.0,1.0,11.0,0.0,0.0
8479973,2023,Stuart Skinner,EDM,G,all,18,60520.0,43.22,51.0,894.0,31.89,37.0,116.5,32.0,473.37,460.0,20.18,2.0,255.22,293.0,185.25,231.0,42.3,486.0,119.0,43.0,13.76,14.74,14.73,15.0,18.0,18.0,246.0,0.0,0.0
8479973,2023,Stuart Skinner,EDM,G,5on5,18,48515.0,28.95,33.0,674.0,22.69,31.0,91.82,27.0,356.51,348.0,16.1,2.0,189.77,219.0,142.87,175.0,28.38,374.0,90.0,24.0,10.92,11.31,6.73,11.0,13.0,9.0,186.0,0.0,0.0
8479973,2023,Stuart Skinner,EDM,G,4on5,18,5488.0,10.0,14.0,162.0,6.96,5.0,18.56,3.0,83.78,79.0,0.5,0.0,49.68,60.0,26.94,33.0,9.72,84.0,18.0,13.0,1.89,2.09,6.03,4.0,3.0,7.0,47.0,0.0,0.0
8479973,2023,Stuart Skinner,EDM,G,5on4,18,4677.0,0.75,1.0,14.0,0.45,0.0,1.41,1.0,8.76,9.0,3.0,0.0,2.92,3.0,6.19,7.0,0.75,10.0,0.0,2.0,0.24,0.0,0.52,0.0,0.0,1.0,2.0,0.0,0.0
8477970,2023,Vitek Vanecek,NJD,G,other,16,1675.0,2.87,2.0,34.0,1.4,0.0,3.32,1.0,17.31,18.0,0.35,0.0,10.43,15.0,4.46,5.0,2.8,14.0,6.0,3.0,0.63,0.83,1.41,0.0,0.0,2.0,11.0,0.0,0.0
8477970,2023,Vitek Vanecek,NJD,G,all,16,51060.0,43.73,51.0,747.0,29.45,41.0,97.15,14.0,417.25,414.0,15.82,2.0,222.98,256.0,160.63,203.0,41.46,408.0,107.0,53.0,11.86,13.2,18.66,14.0,16.0,21.0,179.0,0.0,0.0
8477970,2023,Vitek Vanecek,NJD,G,5on5,16,41427.0,28.06,36.0,568.0,20.73,31.0,77.87,11.0,315.95,315.0,13.17,1.0,167.28,192.0,126.3,158.0,27.22,319.0,80.0,32.0,9.36,10.02,8.68,11.0,15.0,10.0,137.0,0.0,0.0
8477970,2023,Vitek Vanecek,NJD,G,4on5,16,4515.0,11.73,12.0,130.0,6.79,10.0,14.61,2.0,72.52,69.0,0.36,0.0,41.89,45.0,21.49,30.0,10.41,64.0,18.0,17.0,1.41,1.96,8.36,3.0,0.0,9.0,31.0,0.0,0.0
8477970,2023,Vitek Vanecek,NJD,G,5on4,16,3443.0,1.07,1.0,15.0,0.52,0.0,1.35,0.0,11.47,12.0,1.94,1.0,3.37,4.0,8.38,10.0,1.02,11.0,3.0,1.0,0.46,0.4,0.21,0.0,1.0,0.0,0.0,0.0,0.0
8475717,2023,Calvin Pickard,EDM,G,other,2,239.0,0.1,1.0,3.0,0.07,0.0,0.25,0.0,1.43,2.0,0.07,0.0,0.73,0.0,0.8,1.0,0.1,2.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8475717,2023,Calvin Pickard,EDM,G,all,2,6115.0,3.91,5.0,86.0,2.99,5.0,10.68,7.0,43.52,45.0,1.69,0.0,23.43,22.0,16.51,20.0,3.79,43.0,12.0,4.0,1.32,1.57,1.02,4.0,0.0,1.0,27.0,2.0,1.0
8475717,2023,Calvin Pickard,EDM,G,5on5,2,4557.0,3.12,3.0,67.0,2.38,5.0,9.05,7.0,35.69,36.0,1.37,0.0,18.72,16.0,13.49,17.0,3.01,35.0,9.0,4.0,0.96,1.15,1.02,2.0,0.0,1.0,19.0,2.0,1.0
8475717,2023,Calvin Pickard,EDM,G,4on5,2,767.0,0.69,1.0,16.0,0.54,0.0,1.38,0.0,6.4,7.0,0.08,0.0,3.97,6.0,2.22,2.0,0.68,6.0,3.0,0.0,0.27,0.42,0.0,1.0,0.0,0.0,7.0,0.0,0.0
8475717,2023,Calvin Pickard,EDM,G,5on4,2,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478916,2023,Joey Daccord,SEA,G,other,13,1140.0,3.33,4.0,32.0,1.38,1.0,4.34,2.0,21.92,18.0,0.52,0.0,10.47,9.0,8.83,13.0,3.18,21.0,5.0,3.0,0.8,0.63,1.9,0.0,1.0,3.0,3.0,0.0,0.0
8478916,2023,Joey Daccord,SEA,G,all,13,45636.0,32.51,37.0,723.0,25.39,36.0,100.14,25.0,390.54,362.0,13.03,1.0,212.95,273.0,155.79,166.0,31.16,421.0,86.0,33.0,11.45,10.1,10.95,10.0,14.0,13.0,183.0,0.0,0.0
8478916,2023,Joey Daccord,SEA,G,5on5,13,37953.0,22.95,23.0,570.0,18.84,31.0,82.31,21.0,304.71,285.0,10.3,0.0,165.17,221.0,121.31,123.0,21.86,333.0,65.0,23.0,8.56,7.61,6.78,6.0,9.0,8.0,149.0,0.0,0.0
8478916,2023,Joey Daccord,SEA,G,4on5,13,3199.0,4.7,7.0,99.0,4.32,3.0,11.25,2.0,50.42,44.0,0.45,1.0,31.97,39.0,17.09,19.0,4.58,55.0,12.0,4.0,1.79,1.39,1.52,3.0,3.0,1.0,28.0,0.0,0.0
8478916,2023,Joey Daccord,SEA,G,5on4,13,3344.0,1.17,1.0,15.0,0.51,0.0,1.44,0.0,9.55,11.0,1.56,0.0,3.21,3.0,6.36,9.0,1.16,9.0,1.0,3.0,0.24,0.17,0.76,0.0,0.0,1.0,2.0,0.0,0.0
8478406,2023,Mackenzie Blackwood,SJS,G,other,18,1466.0,5.27,5.0,54.0,2.67,4.0,5.75,4.0,30.02,27.0,0.36,0.0,18.97,21.0,8.25,8.0,4.33,21.0,13.0,8.0,0.86,1.6,2.81,1.0,2.0,2.0,12.0,0.0,0.0
8478406,2023,Mackenzie Blackwood,SJS,G,all,18,58090.0,60.21,60.0,1164.0,43.37,54.0,136.05,35.0,585.8,592.0,14.78,3.0,323.27,394.0,223.29,261.0,56.92,568.0,180.0,58.0,17.47,22.23,20.52,27.0,20.0,13.0,358.0,2.0,1.0
8478406,2023,Mackenzie Blackwood,SJS,G,5on5,18,46405.0,37.27,40.0,861.0,29.38,40.0,105.58,23.0,427.47,439.0,11.69,2.0,232.62,282.0,169.7,202.0,35.84,438.0,120.0,31.0,13.54,14.56,9.17,22.0,15.0,3.0,272.0,2.0,1.0
8478406,2023,Mackenzie Blackwood,SJS,G,4on5,18,5832.0,15.39,13.0,214.0,10.17,8.0,21.47,7.0,107.08,104.0,0.56,0.0,64.79,85.0,31.56,34.0,14.54,90.0,41.0,16.0,2.47,5.29,7.63,4.0,2.0,7.0,67.0,0.0,0.0
8478406,2023,Mackenzie Blackwood,SJS,G,5on4,18,4387.0,1.99,2.0,31.0,0.98,2.0,2.66,1.0,18.22,20.0,2.1,1.0,5.58,6.0,12.24,13.0,1.91,16.0,5.0,3.0,0.42,0.66,0.91,0.0,1.0,1.0,7.0,0.0,0.0
8478971,2023,Connor Ingram,ARI,G,other,15,1775.0,3.09,1.0,53.0,2.15,2.0,5.81,1.0,27.25,25.0,0.46,0.0,17.82,25.0,8.02,9.0,2.71,28.0,5.0,5.0,1.08,0.61,1.4,1.0,0.0,0.0,15.0,0.0,0.0
8478971,2023,Connor Ingram,ARI,G,all,15,50020.0,43.21,31.0,910.0,33.16,51.0,115.88,32.0,471.6,442.0,14.27,5.0,262.47,300.0,185.63,240.0,41.0,497.0,113.0,47.0,13.59,13.92,15.7,15.0,7.0,9.0,253.0,0.0,0.0
8478971,2023,Connor Ingram,ARI,G,5on5,15,39644.0,30.11,21.0,698.0,23.73,41.0,92.16,26.0,359.16,327.0,10.99,4.0,193.85,218.0,146.52,191.0,28.79,380.0,91.0,28.0,10.82,11.31,7.98,13.0,5.0,3.0,199.0,0.0,0.0
8478971,2023,Connor Ingram,ARI,G,4on5,15,4715.0,8.96,8.0,143.0,6.75,7.0,16.56,5.0,75.85,81.0,0.43,0.0,47.36,55.0,24.79,31.0,8.46,81.0,13.0,13.0,1.49,1.48,5.99,0.0,2.0,6.0,36.0,0.0,0.0
8478971,2023,Connor Ingram,ARI,G,5on4,15,3886.0,1.0,1.0,14.0,0.5,1.0,1.15,0.0,8.56,8.0,2.15,1.0,3.08,2.0,5.95,8.0,0.99,7.0,4.0,1.0,0.16,0.52,0.32,1.0,0.0,0.0,2.0,0.0,0.0
8480981,2023,Joel Hofer,STL,G,other,9,994.0,1.18,0.0,19.0,0.65,0.0,1.6,0.0,8.99,5.0,0.35,1.0,5.51,10.0,2.77,2.0,1.1,6.0,5.0,1.0,0.23,0.61,0.34,0.0,0.0,0.0,7.0,0.0,0.0
8480981,2023,Joel Hofer,STL,G,all,9,26048.0,21.04,22.0,407.0,15.74,21.0,55.62,24.0,230.8,222.0,7.58,2.0,126.32,139.0,92.49,110.0,20.34,240.0,58.0,21.0,6.81,6.93,7.3,6.0,11.0,5.0,88.0,0.0,0.0
8480981,2023,Joel Hofer,STL,G,5on5,9,21340.0,15.91,16.0,352.0,13.08,20.0,49.12,22.0,196.5,195.0,5.94,1.0,108.28,117.0,80.91,96.0,15.38,212.0,48.0,14.0,6.21,5.68,4.02,6.0,10.0,0.0,78.0,0.0,0.0
8480981,2023,Joel Hofer,STL,G,4on5,9,1295.0,3.68,6.0,30.0,1.84,1.0,4.31,2.0,21.31,17.0,0.19,0.0,11.36,11.0,6.11,8.0,3.58,18.0,4.0,6.0,0.26,0.48,2.94,0.0,1.0,5.0,2.0,0.0,0.0
8480981,2023,Joel Hofer,STL,G,5on4,9,2419.0,0.27,0.0,6.0,0.17,0.0,0.59,0.0,3.99,5.0,1.1,0.0,1.17,1.0,2.7,4.0,0.27,4.0,1.0,0.0,0.12,0.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8478470,2023,Sam Montembeault,MTL,G,other,11,1328.0,3.64,5.0,57.0,2.55,2.0,6.02,2.0,30.12,32.0,0.73,0.0,16.59,22.0,9.17,8.0,3.6,29.0,5.0,5.0,0.87,0.62,2.15,0.0,2.0,3.0,18.0,0.0,0.0
8478470,2023,Sam Montembeault,MTL,G,all,11,39196.0,32.09,29.0,664.0,23.53,34.0,83.21,15.0,345.34,334.0,11.71,3.0,186.94,227.0,134.75,162.0,31.42,370.0,65.0,37.0,9.79,7.89,14.41,8.0,9.0,12.0,192.0,0.0,0.0
8478470,2023,Sam Montembeault,MTL,G,5on5,11,30995.0,19.2,12.0,485.0,15.76,24.0,64.03,10.0,249.35,239.0,8.73,2.0,136.78,172.0,100.8,122.0,18.73,271.0,56.0,18.0,7.74,6.86,4.6,6.0,6.0,0.0,140.0,0.0,0.0
8478470,2023,Sam Montembeault,MTL,G,4on5,11,3229.0,7.92,9.0,102.0,4.51,7.0,10.81,2.0,50.78,47.0,0.39,0.0,28.83,30.0,14.35,20.0,7.76,54.0,2.0,12.0,0.71,0.2,7.01,1.0,0.0,8.0,34.0,0.0,0.0
8478470,2023,Sam Montembeault,MTL,G,5on4,11,3644.0,1.33,3.0,20.0,0.7,1.0,2.34,1.0,15.09,16.0,1.87,1.0,4.75,3.0,10.43,12.0,1.33,16.0,2.0,2.0,0.48,0.21,0.64,1.0,1.0,1.0,0.0,0.0,0.0
8477484,2023,Spencer Martin,CBJ,G,other,10,753.0,2.55,3.0,34.0,1.04,2.0,2.0,0.0,12.27,12.0,0.16,0.0,7.21,9.0,2.81,2.0,2.31,7.0,6.0,3.0,0.28,0.74,1.53,0.0,1.0,2.0,18.0,0.0,0.0
8477484,2023,Spencer Martin,CBJ,G,all,10,32657.0,29.9,29.0,622.0,23.38,40.0,74.91,21.0,321.34,295.0,8.71,1.0,180.38,171.0,127.31,182.0,28.61,345.0,69.0,33.0,10.4,8.23,11.27,11.0,9.0,9.0,175.0,0.0,0.0
8477484,2023,Spencer Martin,CBJ,G,5on5,10,26061.0,20.65,19.0,487.0,17.17,31.0,61.56,16.0,252.2,230.0,7.25,1.0,141.58,132.0,104.25,152.0,19.87,281.0,53.0,20.0,8.76,6.19,5.7,7.0,8.0,4.0,133.0,0.0,0.0
8477484,2023,Spencer Martin,CBJ,G,4on5,10,2859.0,5.17,5.0,89.0,4.5,6.0,9.86,5.0,47.42,43.0,0.15,0.0,28.86,29.0,15.0,20.0,4.98,50.0,9.0,6.0,1.13,1.16,2.89,3.0,0.0,2.0,24.0,0.0,0.0
8477484,2023,Spencer Martin,CBJ,G,5on4,10,2984.0,1.53,2.0,12.0,0.68,1.0,1.5,0.0,9.45,10.0,1.15,0.0,2.74,1.0,5.25,8.0,1.45,7.0,1.0,4.0,0.23,0.15,1.15,1.0,0.0,1.0,0.0,0.0,0.0
8478499,2023,Adin Hill,VGK,G,other,14,834.0,2.77,3.0,29.0,1.11,0.0,3.36,2.0,17.08,18.0,0.45,0.0,8.93,10.0,7.23,9.0,2.53,14.0,5.0,5.0,0.51,0.52,1.74,2.0,0.0,1.0,5.0,0.0,0.0
8478499,2023,Adin Hill,VGK,G,all,14,50083.0,38.63,26.0,877.0,29.78,40.0,105.45,38.0,430.46,404.0,14.27,0.0,240.51,275.0,174.55,224.0,36.82,468.0,91.0,45.0,13.37,10.78,14.48,10.0,8.0,8.0,273.0,0.0,0.0
8478499,2023,Adin Hill,VGK,G,5on5,14,39719.0,26.82,19.0,683.0,21.94,33.0,84.26,31.0,330.15,310.0,10.93,0.0,182.85,209.0,136.38,171.0,25.74,368.0,69.0,27.0,10.71,8.31,7.81,8.0,7.0,4.0,219.0,0.0,0.0
8478499,2023,Adin Hill,VGK,G,4on5,14,4804.0,7.84,3.0,148.0,6.02,6.0,15.9,5.0,71.63,61.0,0.41,0.0,44.53,55.0,23.34,31.0,7.36,75.0,13.0,12.0,1.71,1.47,4.65,0.0,1.0,2.0,48.0,0.0,0.0
8478499,2023,Adin Hill,VGK,G,5on4,14,4726.0,0.83,1.0,14.0,0.55,1.0,1.47,0.0,9.15,12.0,2.33,0.0,3.34,1.0,6.51,10.0,0.83,10.0,2.0,1.0,0.38,0.18,0.28,0.0,0.0,1.0,1.0,0.0,0.0
8479193,2023,Casey DeSmith,VAN,G,other,8,1017.0,3.02,6.0,27.0,1.41,1.0,2.93,1.0,16.17,16.0,0.32,0.0,10.2,9.0,4.81,6.0,2.89,13.0,5.0,5.0,0.5,0.58,1.93,1.0,1.0,4.0,4.0,0.0,0.0
8479193,2023,Casey DeSmith,VAN,G,all,8,25855.0,21.55,22.0,462.0,16.48,30.0,58.23,6.0,239.79,228.0,7.01,1.0,131.38,153.0,95.05,120.0,20.39,249.0,57.0,25.0,6.74,7.08,7.73,8.0,3.0,11.0,131.0,0.0,0.0
8479193,2023,Casey DeSmith,VAN,G,5on5,8,20704.0,14.06,12.0,364.0,11.91,24.0,47.1,5.0,183.89,175.0,4.99,1.0,99.01,118.0,74.6,94.0,13.39,199.0,39.0,15.0,5.06,4.87,4.13,6.0,1.0,5.0,111.0,0.0,0.0
8479193,2023,Casey DeSmith,VAN,G,4on5,8,1709.0,4.22,4.0,60.0,2.88,5.0,6.97,0.0,32.71,30.0,0.17,0.0,19.51,24.0,10.31,12.0,3.86,28.0,12.0,5.0,1.01,1.53,1.68,1.0,1.0,2.0,15.0,0.0,0.0
8479193,2023,Casey DeSmith,VAN,G,5on4,8,2425.0,0.26,0.0,11.0,0.28,0.0,1.23,0.0,7.01,7.0,1.53,0.0,2.66,2.0,5.33,8.0,0.25,9.0,1.0,0.0,0.16,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8475311,2023,Darcy Kuemper,WSH,G,other,13,1015.0,2.32,2.0,40.0,1.83,2.0,4.92,0.0,24.45,19.0,0.42,0.0,13.3,18.0,9.74,11.0,2.29,23.0,9.0,1.0,0.79,1.2,0.33,1.0,0.0,1.0,7.0,0.0,0.0
8475311,2023,Darcy Kuemper,WSH,G,all,13,44656.0,38.37,40.0,718.0,25.39,35.0,88.07,9.0,367.76,354.0,13.0,2.0,197.92,222.0,145.82,200.0,35.54,371.0,88.0,49.0,10.62,11.01,16.74,15.0,13.0,12.0,210.0,0.0,0.0
8475311,2023,Darcy Kuemper,WSH,G,5on5,13,35624.0,24.21,27.0,529.0,16.97,25.0,66.92,7.0,264.4,260.0,9.82,1.0,141.91,156.0,108.03,150.0,23.4,275.0,62.0,30.0,7.73,7.65,8.82,12.0,10.0,5.0,162.0,0.0,0.0
8475311,2023,Darcy Kuemper,WSH,G,4on5,13,4281.0,10.77,10.0,130.0,5.91,8.0,14.28,2.0,66.47,63.0,0.32,0.0,38.26,44.0,19.57,27.0,8.8,61.0,13.0,17.0,1.82,1.6,7.34,2.0,3.0,5.0,39.0,0.0,0.0
8475311,2023,Darcy Kuemper,WSH,G,5on4,13,3736.0,0.82,0.0,18.0,0.61,0.0,1.79,0.0,11.53,11.0,2.44,1.0,4.2,4.0,8.18,12.0,0.81,12.0,4.0,0.0,0.28,0.55,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8476316,2023,Laurent Brossoit,WPG,G,other,6,443.0,1.32,1.0,28.0,1.19,1.0,3.27,1.0,13.47,13.0,0.24,1.0,7.36,10.0,4.3,5.0,0.95,14.0,2.0,2.0,0.45,0.18,0.69,1.0,0.0,0.0,10.0,0.0,0.0
8476316,2023,Laurent Brossoit,WPG,G,all,6,21773.0,14.86,16.0,353.0,12.17,18.0,45.88,14.0,177.99,165.0,6.14,4.0,97.61,109.0,70.21,89.0,13.98,192.0,38.0,17.0,4.8,4.58,5.49,6.0,6.0,4.0,106.0,0.0,0.0
8476316,2023,Laurent Brossoit,WPG,G,5on5,6,18608.0,11.12,11.0,275.0,8.96,17.0,37.12,11.0,139.02,131.0,5.43,2.0,75.08,81.0,55.85,73.0,10.62,149.0,32.0,12.0,3.93,3.87,3.31,5.0,4.0,2.0,82.0,0.0,0.0
8476316,2023,Laurent Brossoit,WPG,G,4on5,6,1426.0,2.22,4.0,45.0,1.81,0.0,4.94,2.0,21.7,18.0,0.11,0.0,13.96,17.0,7.32,7.0,2.21,25.0,3.0,3.0,0.31,0.42,1.49,0.0,2.0,2.0,14.0,0.0,0.0
8476316,2023,Laurent Brossoit,WPG,G,5on4,6,1296.0,0.2,0.0,5.0,0.21,0.0,0.54,0.0,3.81,3.0,0.36,1.0,1.21,1.0,2.74,4.0,0.2,4.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8480045,2023,Ukko-Pekka Luukkonen,BUF,G,other,13,778.0,1.58,1.0,17.0,0.89,1.0,2.3,0.0,10.85,9.0,0.19,0.0,5.92,5.0,3.92,8.0,1.48,8.0,4.0,3.0,0.3,0.47,0.81,0.0,0.0,1.0,2.0,0.0,0.0
8480045,2023,Ukko-Pekka Luukkonen,BUF,G,all,13,42229.0,33.85,34.0,721.0,26.54,32.0,92.77,18.0,377.97,356.0,11.68,2.0,207.15,233.0,146.55,202.0,32.29,378.0,111.0,31.0,10.97,14.08,8.8,17.0,11.0,6.0,201.0,4.0,2.0
8480045,2023,Ukko-Pekka Luukkonen,BUF,G,5on5,13,34856.0,27.16,27.0,569.0,19.64,28.0,76.18,14.0,300.15,278.0,10.1,1.0,158.85,181.0,117.64,159.0,25.81,294.0,92.0,24.0,8.49,11.69,6.97,14.0,9.0,4.0,159.0,4.0,2.0
8480045,2023,Ukko-Pekka Luukkonen,BUF,G,4on5,13,3703.0,4.27,5.0,122.0,5.46,3.0,12.97,4.0,58.79,60.0,0.14,0.0,39.12,46.0,19.25,25.0,4.16,69.0,11.0,3.0,2.09,1.41,0.78,3.0,1.0,1.0,39.0,0.0,0.0
8480045,2023,Ukko-Pekka Luukkonen,BUF,G,5on4,13,2892.0,0.84,1.0,13.0,0.55,0.0,1.31,0.0,8.19,9.0,1.25,1.0,3.26,1.0,5.74,10.0,0.84,7.0,4.0,1.0,0.09,0.52,0.24,0.0,1.0,0.0,1.0,0.0,0.0
8480382,2023,Alexandar Georgiev,COL,G,other,21,2777.0,6.91,6.0,85.0,4.45,8.0,10.24,1.0,49.3,52.0,0.82,0.0,27.76,33.0,13.74,17.0,6.39,38.0,16.0,11.0,1.32,2.16,3.43,2.0,1.0,3.0,20.0,0.0,0.0
8480382,2023,Alexandar Georgiev,COL,G,all,21,74374.0,65.1,59.0,1160.0,44.47,64.0,143.46,27.0,624.85,594.0,22.82,3.0,328.42,368.0,237.0,315.0,59.77,592.0,159.0,88.0,16.87,19.56,28.67,20.0,21.0,18.0,321.0,0.0,0.0
8480382,2023,Alexandar Georgiev,COL,G,5on5,21,57184.0,39.3,40.0,858.0,29.54,41.0,109.63,18.0,453.34,419.0,17.41,2.0,240.3,264.0,179.75,247.0,37.48,466.0,96.0,51.0,12.88,11.64,14.78,17.0,14.0,9.0,245.0,0.0,0.0
8480382,2023,Alexandar Georgiev,COL,G,4on5,21,6990.0,14.82,9.0,179.0,8.61,10.0,19.53,7.0,93.52,93.0,0.62,0.0,52.0,65.0,27.11,32.0,12.24,71.0,36.0,18.0,2.26,4.38,8.18,1.0,4.0,4.0,54.0,0.0,0.0
8480382,2023,Alexandar Georgiev,COL,G,5on4,21,7423.0,4.07,4.0,38.0,1.86,5.0,4.07,1.0,28.7,30.0,3.98,1.0,8.36,6.0,16.4,19.0,3.66,17.0,11.0,8.0,0.4,1.38,2.29,0.0,2.0,2.0,2.0,0.0,0.0
8477424,2023,Juuse Saros,NSH,G,other,20,1501.0,3.57,3.0,35.0,1.64,4.0,3.67,0.0,18.76,17.0,0.69,0.0,10.07,10.0,5.36,8.0,3.19,8.0,11.0,6.0,0.31,1.26,2.0,1.0,1.0,1.0,10.0,0.0,0.0
8477424,2023,Juuse Saros,NSH,G,all,20,66531.0,50.03,56.0,1076.0,38.61,55.0,139.87,28.0,564.1,559.0,19.12,2.0,298.91,359.0,221.76,270.0,48.1,578.0,139.0,52.0,16.14,17.21,16.68,24.0,15.0,17.0,307.0,0.0,0.0
8477424,2023,Juuse Saros,NSH,G,5on5,20,52769.0,35.72,39.0,862.0,29.17,42.0,117.32,24.0,452.67,450.0,13.94,1.0,239.47,289.0,182.25,225.0,34.5,479.0,108.0,33.0,13.05,13.67,8.99,22.0,12.0,5.0,242.0,0.0,0.0
8477424,2023,Juuse Saros,NSH,G,4on5,20,5615.0,8.87,12.0,153.0,7.02,9.0,16.35,4.0,75.63,75.0,0.58,0.0,44.03,53.0,23.19,24.0,8.53,73.0,19.0,10.0,2.03,2.17,4.66,1.0,2.0,9.0,51.0,0.0,0.0
8477424,2023,Juuse Saros,NSH,G,5on4,20,6646.0,1.63,2.0,21.0,0.6,0.0,1.94,0.0,14.14,15.0,3.87,1.0,4.05,5.0,9.39,11.0,1.63,15.0,0.0,3.0,0.6,0.0,1.02,0.0,0.0,2.0,3.0,0.0,0.0
8473503,2023,James Reimer,DET,G,other,6,605.0,1.86,3.0,21.0,1.18,1.0,2.48,1.0,13.4,15.0,0.3,0.0,6.03,7.0,5.01,5.0,1.86,8.0,6.0,3.0,0.28,0.7,0.89,1.0,1.0,1.0,4.0,4.0,2.0
8473503,2023,James Reimer,DET,G,all,6,21912.0,14.55,14.0,334.0,12.24,17.0,44.12,21.0,177.69,168.0,6.09,0.0,96.16,99.0,69.96,92.0,14.2,186.0,40.0,17.0,4.96,4.92,4.68,6.0,5.0,3.0,91.0,4.0,2.0
8473503,2023,James Reimer,DET,G,5on5,6,16723.0,9.96,9.0,238.0,7.98,14.0,33.29,17.0,128.59,122.0,4.28,0.0,68.33,65.0,52.12,71.0,9.69,141.0,23.0,12.0,3.89,2.92,3.14,5.0,3.0,1.0,62.0,0.0,0.0
8473503,2023,James Reimer,DET,G,4on5,6,2252.0,2.38,2.0,68.0,2.94,2.0,7.73,3.0,31.87,28.0,0.19,0.0,20.78,26.0,10.07,12.0,2.29,33.0,11.0,1.0,0.7,1.3,0.38,0.0,1.0,1.0,23.0,0.0,0.0
8473503,2023,James Reimer,DET,G,5on4,6,2332.0,0.35,0.0,7.0,0.14,0.0,0.62,0.0,3.83,3.0,1.32,0.0,1.03,1.0,2.76,4.0,0.35,4.0,0.0,1.0,0.09,0.0,0.27,0.0,0.0,0.0,2.0,0.0,0.0
8478024,2023,Ville Husso,DET,G,other,13,1768.0,2.59,2.0,38.0,1.44,1.0,4.43,0.0,22.37,18.0,0.76,0.0,11.58,12.0,9.23,15.0,2.55,19.0,9.0,2.0,0.82,1.09,0.67,0.0,1.0,1.0,8.0,0.0,0.0
8478024,2023,Ville Husso,DET,G,all,13,46616.0,42.14,45.0,869.0,31.96,56.0,115.22,14.0,461.17,411.0,13.06,3.0,249.59,289.0,178.44,228.0,39.87,471.0,120.0,43.0,13.89,15.33,12.92,19.0,18.0,8.0,235.0,0.0,0.0
8478024,2023,Ville Husso,DET,G,5on5,13,36419.0,26.81,30.0,670.0,22.2,38.0,90.58,12.0,344.07,305.0,10.09,3.0,189.95,222.0,137.05,175.0,25.6,375.0,83.0,21.0,10.56,10.51,5.73,14.0,15.0,1.0,191.0,0.0,0.0
8478024,2023,Ville Husso,DET,G,4on5,13,4082.0,11.36,11.0,140.0,7.71,17.0,18.17,1.0,79.54,73.0,0.4,0.0,43.72,54.0,21.94,23.0,10.36,63.0,25.0,18.0,2.17,3.38,5.81,4.0,2.0,5.0,34.0,0.0,0.0
8478024,2023,Ville Husso,DET,G,5on4,13,4347.0,1.31,2.0,20.0,0.55,0.0,1.93,1.0,14.44,14.0,1.74,0.0,3.99,0.0,9.83,15.0,1.29,13.0,3.0,2.0,0.26,0.35,0.7,1.0,0.0,1.0,2.0,0.0,0.0
8476341,2023,Anton Forsberg,OTT,G,other,9,842.0,1.54,1.0,22.0,0.66,1.0,1.75,2.0,9.13,9.0,0.35,1.0,6.15,7.0,2.58,2.0,1.52,8.0,4.0,1.0,0.27,0.36,0.91,0.0,0.0,1.0,9.0,0.0,0.0
